order_id,created_at,promised_delivery_time,actual_delivery_time,ordered_quantity,delivered_quantity,quantity_unit,order_status,raw_order_status,warehouse_id,carrier_id,destination_region,sales_channel
ORD-SYN-C-0015,2026-06-02T10:53:00+08:00,2026-06-05T10:53:00+08:00,2026-06-09T21:49:20+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0016,2026-06-02T13:17:00+08:00,2026-06-05T13:17:00+08:00,2026-06-04T10:15:23+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_store
ORD-SYN-C-0017,2026-06-02T16:41:00+08:00,2026-06-05T16:41:00+08:00,2026-06-04T16:57:39+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0018,2026-06-02T19:05:00+08:00,2026-06-05T19:05:00+08:00,2026-06-04T15:02:58+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0019,2026-06-02T11:29:00+08:00,2026-06-05T11:29:00+08:00,2026-06-04T10:59:00+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_store
ORD-SYN-C-0020,2026-06-02T14:53:00+08:00,2026-06-05T14:53:00+08:00,2026-06-10T00:02:22+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_store
ORD-SYN-C-0021,2026-06-03T17:27:00+08:00,2026-06-06T17:27:00+08:00,2026-06-11T04:30:29+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_classroom
ORD-SYN-C-0022,2026-06-03T09:51:00+08:00,2026-06-06T09:51:00+08:00,2026-06-10T14:30:16+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0023,2026-06-03T12:15:00+08:00,2026-06-06T12:15:00+08:00,2026-06-05T09:05:15+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-JS-NJ,synthetic_classroom
ORD-SYN-C-0024,2026-06-03T15:39:00+08:00,2026-06-06T15:39:00+08:00,2026-06-05T06:34:15+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0025,2026-06-03T18:03:00+08:00,2026-06-06T18:03:00+08:00,2026-06-05T17:43:00+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0026,2026-06-03T10:27:00+08:00,2026-06-06T10:27:00+08:00,2026-06-05T10:54:12+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0027,2026-06-03T13:51:00+08:00,2026-06-06T13:51:00+08:00,2026-06-05T09:43:12+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0028,2026-06-03T16:15:00+08:00,2026-06-06T16:15:00+08:00,2026-06-05T10:06:06+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-HB-WH,synthetic_store
ORD-SYN-C-0029,2026-06-03T19:39:00+08:00,2026-06-06T19:39:00+08:00,2026-06-05T17:56:14+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0030,2026-06-03T11:03:00+08:00,2026-06-06T11:03:00+08:00,2026-06-10T07:48:24+08:00,1,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0031,2026-06-04T14:37:00+08:00,2026-06-07T14:37:00+08:00,2026-06-06T11:33:41+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_store
ORD-SYN-C-0032,2026-06-04T17:01:00+08:00,2026-06-07T17:01:00+08:00,2026-06-06T10:54:05+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-HB-WH,synthetic_store
ORD-SYN-C-0033,2026-06-04T09:25:00+08:00,2026-06-07T09:25:00+08:00,2026-06-06T11:55:51+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_store
ORD-SYN-C-0034,2026-06-04T12:49:00+08:00,2026-06-07T12:49:00+08:00,2026-06-06T16:06:53+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-C-0035,2026-06-04T15:13:00+08:00,2026-06-07T15:13:00+08:00,2026-06-06T09:33:59+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0036,2026-06-04T18:37:00+08:00,2026-06-07T18:37:00+08:00,2026-06-06T15:13:26+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-HB-WH,synthetic_classroom
ORD-SYN-C-0037,2026-06-04T10:01:00+08:00,2026-06-07T10:01:00+08:00,2026-06-06T05:44:11+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0038,2026-06-04T13:25:00+08:00,2026-06-07T13:25:00+08:00,2026-06-06T03:40:37+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0039,2026-06-04T16:49:00+08:00,2026-06-07T16:49:00+08:00,2026-06-12T21:21:03+08:00,5,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_classroom
ORD-SYN-C-0040,2026-06-04T19:13:00+08:00,2026-06-07T19:13:00+08:00,2026-06-12T12:43:51+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0041,2026-06-05T11:47:00+08:00,2026-06-08T11:47:00+08:00,2026-06-07T15:11:33+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0042,2026-06-05T14:11:00+08:00,2026-06-08T14:11:00+08:00,2026-06-07T08:21:20+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_classroom
ORD-SYN-C-0043,2026-06-05T17:35:00+08:00,2026-06-08T17:35:00+08:00,2026-06-12T17:39:02+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_store
ORD-SYN-C-0044,2026-06-05T09:59:00+08:00,2026-06-08T09:59:00+08:00,2026-06-12T09:39:06+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0045,2026-06-05T12:23:00+08:00,2026-06-08T12:23:00+08:00,2026-06-07T01:32:37+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0046,2026-06-05T15:47:00+08:00,2026-06-08T15:47:00+08:00,2026-06-12T21:27:02+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0047,2026-06-05T18:11:00+08:00,2026-06-08T18:11:00+08:00,2026-06-07T11:05:31+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0048,2026-06-05T10:35:00+08:00,2026-06-08T10:35:00+08:00,2026-06-12T11:15:31+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0049,2026-06-05T13:59:00+08:00,2026-06-08T13:59:00+08:00,2026-06-07T17:20:07+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0050,2026-06-05T16:23:00+08:00,2026-06-08T16:23:00+08:00,2026-06-13T02:17:45+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-HB-WH,synthetic_classroom
ORD-SYN-C-0051,2026-06-06T19:57:00+08:00,2026-06-09T19:57:00+08:00,2026-06-14T03:01:55+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_classroom
ORD-SYN-C-0052,2026-06-06T11:21:00+08:00,2026-06-09T11:21:00+08:00,2026-06-08T07:53:25+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0053,2026-06-06T14:45:00+08:00,2026-06-09T14:45:00+08:00,2026-06-14T08:24:19+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0054,2026-06-06T17:09:00+08:00,2026-06-09T17:09:00+08:00,2026-06-08T13:53:35+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0055,2026-06-06T09:33:00+08:00,2026-06-09T09:33:00+08:00,2026-06-07T19:57:08+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_store
ORD-SYN-C-0056,2026-06-06T12:57:00+08:00,2026-06-09T12:57:00+08:00,2026-06-14T04:54:48+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_store
ORD-SYN-C-0057,2026-06-06T15:21:00+08:00,2026-06-09T15:21:00+08:00,2026-06-13T17:03:13+08:00,2,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0058,2026-06-06T18:45:00+08:00,2026-06-09T18:45:00+08:00,2026-06-08T13:48:08+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0059,2026-06-06T10:09:00+08:00,2026-06-09T10:09:00+08:00,2026-06-08T03:46:35+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0060,2026-06-06T13:33:00+08:00,2026-06-09T13:33:00+08:00,2026-06-08T10:18:20+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0061,2026-06-07T16:07:00+08:00,2026-06-10T16:07:00+08:00,2026-06-09T16:50:54+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-C-0062,2026-06-07T19:31:00+08:00,2026-06-10T19:31:00+08:00,2026-06-15T12:45:59+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0063,2026-06-07T11:55:00+08:00,2026-06-10T11:55:00+08:00,2026-06-15T07:28:01+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0064,2026-06-07T14:19:00+08:00,2026-06-10T14:19:00+08:00,2026-06-15T05:42:19+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0065,2026-06-07T17:43:00+08:00,2026-06-10T17:43:00+08:00,2026-06-15T07:37:49+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0066,2026-06-07T09:07:00+08:00,2026-06-10T09:07:00+08:00,2026-06-14T09:49:01+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0067,2026-06-07T12:31:00+08:00,2026-06-10T12:31:00+08:00,2026-06-09T13:17:02+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0068,2026-06-07T15:55:00+08:00,2026-06-10T15:55:00+08:00,2026-06-14T19:54:26+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0069,2026-06-07T18:19:00+08:00,2026-06-10T18:19:00+08:00,2026-06-15T12:54:07+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-SD-QD,synthetic_classroom
ORD-SYN-C-0070,2026-06-07T10:43:00+08:00,2026-06-10T10:43:00+08:00,2026-06-09T11:01:00+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0071,2026-06-08T13:17:00+08:00,2026-06-11T13:17:00+08:00,2026-06-10T06:58:12+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0072,2026-06-08T16:41:00+08:00,2026-06-11T16:41:00+08:00,2026-06-10T14:01:29+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0073,2026-06-08T19:05:00+08:00,2026-06-11T19:05:00+08:00,2026-06-10T08:51:28+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0074,2026-06-08T11:29:00+08:00,2026-06-11T11:29:00+08:00,2026-06-15T17:42:26+08:00,1,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0075,2026-06-08T14:53:00+08:00,2026-06-11T14:53:00+08:00,2026-06-10T14:00:58+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0076,2026-06-08T17:17:00+08:00,2026-06-11T17:17:00+08:00,2026-06-10T12:55:57+08:00,1,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_classroom
ORD-SYN-C-0077,2026-06-08T09:41:00+08:00,2026-06-11T09:41:00+08:00,2026-06-10T10:23:09+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_classroom
ORD-SYN-C-0078,2026-06-08T12:05:00+08:00,2026-06-11T12:05:00+08:00,2026-06-10T10:53:57+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0079,2026-06-08T15:29:00+08:00,2026-06-11T15:29:00+08:00,2026-06-10T10:10:14+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0080,2026-06-08T18:53:00+08:00,2026-06-11T18:53:00+08:00,2026-06-15T08:28:06+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0081,2026-06-09T10:27:00+08:00,2026-06-12T10:27:00+08:00,2026-06-16T16:06:58+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0082,2026-06-09T13:51:00+08:00,2026-06-12T13:51:00+08:00,2026-06-17T05:54:46+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0083,2026-06-09T16:15:00+08:00,2026-06-12T16:15:00+08:00,2026-06-17T06:00:38+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-SD-QD,synthetic_store
ORD-SYN-C-0084,2026-06-09T19:39:00+08:00,2026-06-12T19:39:00+08:00,2026-06-11T14:46:44+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0085,2026-06-09T11:03:00+08:00,2026-06-12T11:03:00+08:00,2026-06-16T14:27:41+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0086,2026-06-09T14:27:00+08:00,2026-06-12T14:27:00+08:00,2026-06-11T08:30:58+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0087,2026-06-09T17:51:00+08:00,2026-06-12T17:51:00+08:00,2026-06-11T19:25:27+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_classroom
ORD-SYN-C-0088,2026-06-09T09:15:00+08:00,2026-06-12T09:15:00+08:00,2026-06-11T06:28:44+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_store
ORD-SYN-C-0089,2026-06-09T12:39:00+08:00,2026-06-12T12:39:00+08:00,2026-06-11T01:57:41+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0090,2026-06-09T15:03:00+08:00,2026-06-12T15:03:00+08:00,2026-06-11T08:04:47+08:00,1,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-C-0091,2026-06-10T18:37:00+08:00,2026-06-13T18:37:00+08:00,2026-06-12T22:52:58+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0092,2026-06-10T10:01:00+08:00,2026-06-13T10:01:00+08:00,2026-06-17T16:01:17+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0093,2026-06-10T13:25:00+08:00,2026-06-13T13:25:00+08:00,2026-06-18T02:17:47+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_classroom
ORD-SYN-C-0094,2026-06-10T16:49:00+08:00,2026-06-13T16:49:00+08:00,2026-06-12T17:57:12+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0095,2026-06-10T19:13:00+08:00,2026-06-13T19:13:00+08:00,2026-06-12T10:08:46+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-C-0096,2026-06-10T11:37:00+08:00,2026-06-13T11:37:00+08:00,2026-06-17T22:15:36+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0097,2026-06-10T14:01:00+08:00,2026-06-13T14:01:00+08:00,2026-06-18T13:37:58+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_store
ORD-SYN-C-0098,2026-06-10T17:25:00+08:00,2026-06-13T17:25:00+08:00,2026-06-12T11:21:11+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_store
ORD-SYN-C-0099,2026-06-10T09:49:00+08:00,2026-06-13T09:49:00+08:00,2026-06-17T08:57:45+08:00,3,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-SD-QD,synthetic_store
ORD-SYN-C-0100,2026-06-10T12:13:00+08:00,2026-06-13T12:13:00+08:00,2026-06-17T19:24:58+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0101,2026-06-11T15:47:00+08:00,2026-06-14T15:47:00+08:00,2026-06-13T12:07:51+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0102,2026-06-11T18:11:00+08:00,2026-06-14T18:11:00+08:00,2026-06-13T16:21:20+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0103,2026-06-11T10:35:00+08:00,2026-06-14T10:35:00+08:00,2026-06-19T15:45:36+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0104,2026-06-11T13:59:00+08:00,2026-06-14T13:59:00+08:00,2026-06-18T20:56:39+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0105,2026-06-11T16:23:00+08:00,2026-06-14T16:23:00+08:00,2026-06-19T03:18:14+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0106,2026-06-11T19:47:00+08:00,2026-06-14T19:47:00+08:00,2026-06-19T05:10:59+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-HB-WH,synthetic_store
ORD-SYN-C-0107,2026-06-11T11:11:00+08:00,2026-06-14T11:11:00+08:00,2026-06-18T23:50:47+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-SLOW,CN-SD-QD,synthetic_marketplace
ORD-SYN-C-0108,2026-06-11T14:35:00+08:00,2026-06-14T14:35:00+08:00,2026-06-13T02:31:32+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-C-0109,2026-06-11T17:59:00+08:00,2026-06-14T17:59:00+08:00,2026-06-13T16:51:21+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-JS-NJ,synthetic_store
ORD-SYN-C-0110,2026-06-11T09:23:00+08:00,2026-06-14T09:23:00+08:00,2026-06-13T00:07:01+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-HB-WH,synthetic_marketplace
ORD-SYN-C-0111,2026-06-12T12:57:00+08:00,2026-06-15T12:57:00+08:00,2026-06-14T06:18:20+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
ORD-SYN-C-0112,2026-06-12T15:21:00+08:00,2026-06-15T15:21:00+08:00,2026-06-14T10:38:06+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_classroom
ORD-SYN-C-0113,2026-06-12T18:45:00+08:00,2026-06-15T18:45:00+08:00,2026-06-19T19:17:38+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-SLOW,CN-JS-NJ,synthetic_store
ORD-SYN-C-0114,2026-06-12T10:09:00+08:00,2026-06-15T10:09:00+08:00,2026-06-13T23:50:45+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
