order_id,created_at,promised_delivery_time,actual_delivery_time,ordered_quantity,delivered_quantity,quantity_unit,order_status,raw_order_status,warehouse_id,carrier_id,destination_region,sales_channel
ORD-SYN-A-0027,2026-06-03T13:51:00+08:00,2026-06-06T13:51:00+08:00,2026-06-05T03:49:09+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0028,2026-06-03T16:15:00+08:00,2026-06-06T16:15:00+08:00,2026-06-05T13:09:05+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_classroom
ORD-SYN-A-0029,2026-06-03T19:39:00+08:00,2026-06-06T19:39:00+08:00,2026-06-05T15:28:08+08:00,2,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-A-0030,2026-06-03T11:03:00+08:00,2026-06-06T11:03:00+08:00,2026-06-05T05:17:59+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-A-0031,2026-06-04T14:37:00+08:00,2026-06-07T14:37:00+08:00,2026-06-06T04:40:08+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0032,2026-06-04T17:01:00+08:00,2026-06-07T17:01:00+08:00,2026-06-06T10:02:29+08:00,1,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-HB-WH,synthetic_store
ORD-SYN-A-0033,2026-06-04T09:25:00+08:00,2026-06-07T09:25:00+08:00,2026-06-06T06:46:47+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0034,2026-06-04T12:49:00+08:00,2026-06-07T12:49:00+08:00,2026-06-06T04:07:36+08:00,1,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0035,2026-06-04T15:13:00+08:00,2026-06-07T15:13:00+08:00,2026-06-06T14:13:29+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_store
ORD-SYN-A-0036,2026-06-04T18:37:00+08:00,2026-06-07T18:37:00+08:00,2026-06-08T17:08:10+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0037,2026-06-04T10:01:00+08:00,2026-06-07T10:01:00+08:00,2026-06-06T23:39:45+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0038,2026-06-04T13:25:00+08:00,2026-06-07T13:25:00+08:00,2026-06-06T07:51:09+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0039,2026-06-04T16:49:00+08:00,2026-06-07T16:49:00+08:00,2026-06-06T14:12:22+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-A-0040,2026-06-04T19:13:00+08:00,2026-06-07T19:13:00+08:00,2026-06-06T23:45:47+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0041,2026-06-05T11:47:00+08:00,2026-06-08T11:47:00+08:00,2026-06-08T02:33:20+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0042,2026-06-05T14:11:00+08:00,2026-06-08T14:11:00+08:00,2026-06-07T05:28:28+08:00,5,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0043,2026-06-05T17:35:00+08:00,2026-06-08T17:35:00+08:00,2026-06-07T17:18:50+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0044,2026-06-05T09:59:00+08:00,2026-06-08T09:59:00+08:00,2026-06-07T01:53:54+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0045,2026-06-05T12:23:00+08:00,2026-06-08T12:23:00+08:00,2026-06-07T02:58:04+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0046,2026-06-05T15:47:00+08:00,2026-06-08T15:47:00+08:00,2026-06-07T08:44:54+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-A-0047,2026-06-05T18:11:00+08:00,2026-06-08T18:11:00+08:00,2026-06-07T09:54:39+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0048,2026-06-05T10:35:00+08:00,2026-06-08T10:35:00+08:00,2026-06-07T13:32:35+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-HB-WH,synthetic_store
ORD-SYN-A-0049,2026-06-05T13:59:00+08:00,2026-06-08T13:59:00+08:00,2026-06-07T08:09:04+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0050,2026-06-05T16:23:00+08:00,2026-06-08T16:23:00+08:00,2026-06-07T11:56:56+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0051,2026-06-06T19:57:00+08:00,2026-06-09T19:57:00+08:00,2026-06-08T19:04:35+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_classroom
ORD-SYN-A-0052,2026-06-06T11:21:00+08:00,2026-06-09T11:21:00+08:00,2026-06-08T03:20:17+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-SD-QD,synthetic_store
ORD-SYN-A-0053,2026-06-06T14:45:00+08:00,2026-06-09T14:45:00+08:00,2026-06-08T11:31:03+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0054,2026-06-06T17:09:00+08:00,2026-06-09T17:09:00+08:00,2026-06-08T06:47:47+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0055,2026-06-06T09:33:00+08:00,2026-06-09T09:33:00+08:00,2026-06-07T23:37:28+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0056,2026-06-06T12:57:00+08:00,2026-06-09T12:57:00+08:00,2026-06-08T14:26:18+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-A-0057,2026-06-06T15:21:00+08:00,2026-06-09T15:21:00+08:00,2026-06-08T17:00:51+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0058,2026-06-06T18:45:00+08:00,2026-06-09T18:45:00+08:00,2026-06-08T21:48:59+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0059,2026-06-06T10:09:00+08:00,2026-06-09T10:09:00+08:00,2026-06-08T11:53:56+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-JS-NJ,synthetic_marketplace
ORD-SYN-A-0060,2026-06-06T13:33:00+08:00,2026-06-09T13:33:00+08:00,2026-06-08T01:06:40+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0061,2026-06-07T16:07:00+08:00,2026-06-10T16:07:00+08:00,2026-06-09T06:31:47+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-JS-NJ,synthetic_store
ORD-SYN-A-0062,2026-06-07T19:31:00+08:00,2026-06-10T19:31:00+08:00,2026-06-09T18:41:33+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0063,2026-06-07T11:55:00+08:00,2026-06-10T11:55:00+08:00,2026-06-09T06:21:29+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-A-0064,2026-06-07T14:19:00+08:00,2026-06-10T14:19:00+08:00,2026-06-09T13:49:37+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-A-0065,2026-06-07T17:43:00+08:00,2026-06-10T17:43:00+08:00,2026-06-09T17:48:09+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_classroom
ORD-SYN-A-0066,2026-06-07T09:07:00+08:00,2026-06-10T09:07:00+08:00,2026-06-09T06:30:35+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0067,2026-06-07T12:31:00+08:00,2026-06-10T12:31:00+08:00,2026-06-09T13:42:08+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0068,2026-06-07T15:55:00+08:00,2026-06-10T15:55:00+08:00,2026-06-11T12:20:07+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-JS-NJ,synthetic_store
ORD-SYN-A-0069,2026-06-07T18:19:00+08:00,2026-06-10T18:19:00+08:00,2026-06-09T20:05:45+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0070,2026-06-07T10:43:00+08:00,2026-06-10T10:43:00+08:00,2026-06-09T13:50:41+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0071,2026-06-08T13:17:00+08:00,2026-06-11T13:17:00+08:00,2026-06-11T05:35:38+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-A-0072,2026-06-08T16:41:00+08:00,2026-06-11T16:41:00+08:00,2026-06-10T18:16:51+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-A-0073,2026-06-08T19:05:00+08:00,2026-06-11T19:05:00+08:00,2026-06-10T10:14:55+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_classroom
ORD-SYN-A-0074,2026-06-08T11:29:00+08:00,2026-06-11T11:29:00+08:00,2026-06-10T13:07:45+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0075,2026-06-08T14:53:00+08:00,2026-06-11T14:53:00+08:00,2026-06-10T08:38:49+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_classroom
ORD-SYN-A-0076,2026-06-08T17:17:00+08:00,2026-06-11T17:17:00+08:00,2026-06-10T10:01:26+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_classroom
ORD-SYN-A-0077,2026-06-08T09:41:00+08:00,2026-06-11T09:41:00+08:00,2026-06-10T12:59:14+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0078,2026-06-08T12:05:00+08:00,2026-06-11T12:05:00+08:00,2026-06-10T17:10:24+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0079,2026-06-08T15:29:00+08:00,2026-06-11T15:29:00+08:00,2026-06-10T14:52:05+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_store
ORD-SYN-A-0080,2026-06-08T18:53:00+08:00,2026-06-11T18:53:00+08:00,2026-06-10T11:43:43+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0081,2026-06-09T10:27:00+08:00,2026-06-12T10:27:00+08:00,2026-06-11T21:59:14+08:00,4,4,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0082,2026-06-09T13:51:00+08:00,2026-06-12T13:51:00+08:00,2026-06-11T14:49:58+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0083,2026-06-09T16:15:00+08:00,2026-06-12T16:15:00+08:00,2026-06-11T16:39:34+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0084,2026-06-09T19:39:00+08:00,2026-06-12T19:39:00+08:00,2026-06-11T17:17:27+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0085,2026-06-09T11:03:00+08:00,2026-06-12T11:03:00+08:00,2026-06-10T22:56:25+08:00,5,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0086,2026-06-09T14:27:00+08:00,2026-06-12T14:27:00+08:00,2026-06-11T13:36:57+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0087,2026-06-09T17:51:00+08:00,2026-06-12T17:51:00+08:00,2026-06-11T12:00:02+08:00,4,4,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0088,2026-06-09T09:15:00+08:00,2026-06-12T09:15:00+08:00,2026-06-11T08:03:22+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-A-0089,2026-06-09T12:39:00+08:00,2026-06-12T12:39:00+08:00,2026-06-11T00:45:19+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0090,2026-06-09T15:03:00+08:00,2026-06-12T15:03:00+08:00,2026-06-11T09:42:03+08:00,5,5,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0091,2026-06-10T18:37:00+08:00,2026-06-13T18:37:00+08:00,2026-06-12T14:18:09+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0092,2026-06-10T10:01:00+08:00,2026-06-13T10:01:00+08:00,2026-06-14T12:31:13+08:00,3,3,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-JS-NJ,synthetic_store
ORD-SYN-A-0093,2026-06-10T13:25:00+08:00,2026-06-13T13:25:00+08:00,2026-06-12T19:58:39+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0094,2026-06-10T16:49:00+08:00,2026-06-13T16:49:00+08:00,2026-06-12T06:33:46+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-JS-NJ,synthetic_marketplace
ORD-SYN-A-0095,2026-06-10T19:13:00+08:00,2026-06-13T19:13:00+08:00,2026-06-12T19:24:46+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0096,2026-06-10T11:37:00+08:00,2026-06-13T11:37:00+08:00,2026-06-12T07:42:54+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0097,2026-06-10T14:01:00+08:00,2026-06-13T14:01:00+08:00,2026-06-12T10:33:50+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_classroom
ORD-SYN-A-0098,2026-06-10T17:25:00+08:00,2026-06-13T17:25:00+08:00,2026-06-12T12:42:33+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_store
ORD-SYN-A-0099,2026-06-10T09:49:00+08:00,2026-06-13T09:49:00+08:00,2026-06-12T08:27:32+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0100,2026-06-10T12:13:00+08:00,2026-06-13T12:13:00+08:00,2026-06-12T14:41:50+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-STD,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0101,2026-06-11T15:47:00+08:00,2026-06-14T15:47:00+08:00,2026-06-13T05:06:58+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0102,2026-06-11T18:11:00+08:00,2026-06-14T18:11:00+08:00,2026-06-13T11:50:40+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-HB-WH,synthetic_marketplace
ORD-SYN-A-0103,2026-06-11T10:35:00+08:00,2026-06-14T10:35:00+08:00,2026-06-13T01:06:16+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_classroom
ORD-SYN-A-0104,2026-06-11T13:59:00+08:00,2026-06-14T13:59:00+08:00,2026-06-13T11:06:44+08:00,2,2,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0105,2026-06-11T16:23:00+08:00,2026-06-14T16:23:00+08:00,2026-06-13T10:57:53+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-STD,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0106,2026-06-11T19:47:00+08:00,2026-06-14T19:47:00+08:00,2026-06-13T08:18:12+08:00,1,1,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0107,2026-06-11T11:11:00+08:00,2026-06-14T11:11:00+08:00,2026-06-12T23:47:14+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0108,2026-06-11T14:35:00+08:00,2026-06-14T14:35:00+08:00,2026-06-13T07:20:32+08:00,2,2,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-SD-QD,synthetic_marketplace
ORD-SYN-A-0109,2026-06-11T17:59:00+08:00,2026-06-14T17:59:00+08:00,2026-06-13T13:38:25+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_marketplace
ORD-SYN-A-0110,2026-06-11T09:23:00+08:00,2026-06-14T09:23:00+08:00,2026-06-13T00:48:45+08:00,3,3,piece,delivered,delivered,WH-SYN-WEST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_classroom
ORD-SYN-A-0111,2026-06-12T12:57:00+08:00,2026-06-15T12:57:00+08:00,2026-06-14T20:33:00+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-JS-NJ,synthetic_marketplace
ORD-SYN-A-0112,2026-06-12T15:21:00+08:00,2026-06-15T15:21:00+08:00,2026-06-14T16:37:11+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-ECON,CN-ZJ-HZ,synthetic_store
ORD-SYN-A-0113,2026-06-12T18:45:00+08:00,2026-06-15T18:45:00+08:00,2026-06-14T11:58:55+08:00,5,5,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-SD-QD,synthetic_classroom
ORD-SYN-A-0114,2026-06-12T10:09:00+08:00,2026-06-15T10:09:00+08:00,2026-06-14T05:14:02+08:00,1,1,piece,delivered,delivered,WH-SYN-EAST,CAR-SYN-FAST,CN-ZJ-HZ,synthetic_store
