tracking_event_id,order_id,shipment_id,event_time,event_code,raw_status,carrier_id,location_code,region_code,exception_code,sequence_number
TRE-SYN-A-0003-03,ORD-SYN-A-0003,SHP-SYN-A-0003,2026-06-02T04:07:07+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,3
TRE-SYN-A-0003-04,ORD-SYN-A-0003,SHP-SYN-A-0003,2026-06-02T04:37:39+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-A-0003-05,ORD-SYN-A-0003,SHP-SYN-A-0003,2026-06-02T15:40:41+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-A-0003-06,ORD-SYN-A-0003,SHP-SYN-A-0003,2026-06-02T17:14:32+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-A-0003-07,ORD-SYN-A-0003,SHP-SYN-A-0003,2026-06-03T02:21:11+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
TRE-SYN-A-0003-08,ORD-SYN-A-0003,SHP-SYN-A-0003,2026-06-03T08:49:41+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,8
TRE-SYN-A-0003-09,ORD-SYN-A-0003,SHP-SYN-A-0003,2026-06-03T14:29:23+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,9
TRE-SYN-A-0004-01,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-01T14:09:24+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,1
TRE-SYN-A-0004-02,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-01T21:56:22+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,2
TRE-SYN-A-0004-03,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-01T22:56:58+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,3
TRE-SYN-A-0004-04,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-02T00:07:47+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-A-0004-05,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-02T09:59:31+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-A-0004-06,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-02T13:42:38+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-A-0004-07,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-03T01:08:07+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-A-0004-08,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-03T06:04:28+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-A-0004-09,ORD-SYN-A-0004,SHP-SYN-A-0004,2026-06-03T09:29:20+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-A-0005-01,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-01T17:38:24+08:00,shipment_created,shipment_created,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-HB-WH,,1
TRE-SYN-A-0005-02,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-01T21:27:11+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-HB-WH,,2
TRE-SYN-A-0005-03,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-01T22:27:59+08:00,origin_departed,origin_departed,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-HB-WH,,3
TRE-SYN-A-0005-04,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-01T23:32:48+08:00,in_transit,in_transit,CAR-SYN-ECON,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-A-0005-05,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-02T05:41:20+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-ECON,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-A-0005-06,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-02T08:44:10+08:00,departed_hub,departed_hub,CAR-SYN-ECON,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-A-0005-07,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-02T20:02:02+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-ECON,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-A-0005-08,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-02T23:26:02+08:00,out_for_delivery,out_for_delivery,CAR-SYN-ECON,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-A-0005-09,ORD-SYN-A-0005,SHP-SYN-A-0005,2026-06-03T02:47:56+08:00,delivered,delivered,CAR-SYN-ECON,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-A-0006-01,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-01T19:46:03+08:00,shipment_created,shipment_created,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-HB-WH,,1
TRE-SYN-A-0006-02,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-02T00:04:45+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-HB-WH,,2
TRE-SYN-A-0006-03,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-02T01:13:45+08:00,origin_departed,origin_departed,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-HB-WH,,3
TRE-SYN-A-0006-04,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-02T02:19:14+08:00,in_transit,in_transit,CAR-SYN-STD,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-A-0006-05,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-02T11:37:06+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-STD,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-A-0006-06,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-02T14:20:42+08:00,departed_hub,departed_hub,CAR-SYN-STD,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-A-0006-07,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-03T03:13:30+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-STD,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-A-0006-08,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-03T09:30:44+08:00,out_for_delivery,out_for_delivery,CAR-SYN-STD,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-A-0006-09,ORD-SYN-A-0006,SHP-SYN-A-0006,2026-06-03T14:53:29+08:00,delivered,delivered,CAR-SYN-STD,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-A-0007-01,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-01T22:54:31+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-SD-QD,,1
TRE-SYN-A-0007-02,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-02T01:40:05+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-SD-QD,,2
TRE-SYN-A-0007-03,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-02T02:17:22+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-SD-QD,,3
TRE-SYN-A-0007-04,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-02T03:09:13+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-SD-QD,,4
TRE-SYN-A-0007-05,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-02T14:37:36+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-SD-QD,,5
TRE-SYN-A-0007-06,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-02T15:43:48+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-SD-QD,,6
TRE-SYN-A-0007-07,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-03T03:55:04+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-SD-QD,CN-SD-QD,,7
TRE-SYN-A-0007-08,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-03T11:17:11+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-SD-QD,CN-SD-QD,,8
TRE-SYN-A-0007-09,ORD-SYN-A-0007,SHP-SYN-A-0007,2026-06-03T12:40:30+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-SD-QD,CN-SD-QD,,9
TRE-SYN-A-0008-01,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-01T15:39:38+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,1
TRE-SYN-A-0008-02,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-01T18:48:03+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,2
TRE-SYN-A-0008-03,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-01T20:17:07+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,3
TRE-SYN-A-0008-04,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-01T21:02:13+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-JS-NJ,,4
TRE-SYN-A-0008-05,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-02T03:23:57+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-JS-NJ,,5
TRE-SYN-A-0008-06,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-02T05:40:31+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-JS-NJ,,6
TRE-SYN-A-0008-07,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-02T14:18:51+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-JS-NJ,CN-JS-NJ,,7
TRE-SYN-A-0008-08,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-02T17:07:17+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-JS-NJ,CN-JS-NJ,,8
TRE-SYN-A-0008-09,ORD-SYN-A-0008,SHP-SYN-A-0008,2026-06-02T19:30:56+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-JS-NJ,CN-JS-NJ,,9
TRE-SYN-A-0009-01,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-01T17:53:43+08:00,shipment_created,shipment_created,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,1
TRE-SYN-A-0009-02,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-01T22:23:12+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,2
TRE-SYN-A-0009-03,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-01T22:59:36+08:00,origin_departed,origin_departed,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,3
TRE-SYN-A-0009-04,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-02T00:08:54+08:00,in_transit,in_transit,CAR-SYN-STD,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-A-0009-05,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-02T11:17:51+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-STD,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-A-0009-06,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-02T14:36:05+08:00,departed_hub,departed_hub,CAR-SYN-STD,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-A-0009-07,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-03T04:02:02+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-STD,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
TRE-SYN-A-0009-08,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-03T09:13:34+08:00,out_for_delivery,out_for_delivery,CAR-SYN-STD,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,8
TRE-SYN-A-0009-09,ORD-SYN-A-0009,SHP-SYN-A-0009,2026-06-03T14:05:43+08:00,delivered,delivered,CAR-SYN-STD,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,9
TRE-SYN-A-0010-01,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-01T21:24:08+08:00,shipment_created,shipment_created,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,1
TRE-SYN-A-0010-02,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-02T00:01:54+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,2
TRE-SYN-A-0010-03,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-02T01:14:08+08:00,origin_departed,origin_departed,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,3
TRE-SYN-A-0010-04,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-02T02:19:58+08:00,in_transit,in_transit,CAR-SYN-STD,LINEHAUL-SYN-01,CN-JS-NJ,,4
TRE-SYN-A-0010-05,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-02T11:34:34+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-STD,HUB-SYN-01,CN-JS-NJ,,5
TRE-SYN-A-0010-06,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-02T14:50:32+08:00,departed_hub,departed_hub,CAR-SYN-STD,HUB-SYN-01,CN-JS-NJ,,6
TRE-SYN-A-0010-07,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-05T06:06:27+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-STD,DEST-CN-JS-NJ,CN-JS-NJ,,7
TRE-SYN-A-0010-08,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-05T09:27:08+08:00,out_for_delivery,out_for_delivery,CAR-SYN-STD,SITE-CN-JS-NJ,CN-JS-NJ,,8
TRE-SYN-A-0010-09,ORD-SYN-A-0010,SHP-SYN-A-0010,2026-06-05T14:13:21+08:00,delivered,delivered,CAR-SYN-STD,SITE-CN-JS-NJ,CN-JS-NJ,,9
TRE-SYN-A-0011-01,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-02T13:01:17+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,1
TRE-SYN-A-0011-02,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-02T17:03:50+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,2
TRE-SYN-A-0011-03,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-02T17:58:31+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,3
TRE-SYN-A-0011-04,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-02T18:31:12+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-JS-NJ,,4
TRE-SYN-A-0011-05,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-03T05:32:14+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-JS-NJ,,5
TRE-SYN-A-0011-06,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-03T07:11:07+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-JS-NJ,,6
TRE-SYN-A-0011-07,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-03T18:27:27+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-JS-NJ,CN-JS-NJ,,7
TRE-SYN-A-0011-08,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-04T01:52:56+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-JS-NJ,CN-JS-NJ,,8
TRE-SYN-A-0011-09,ORD-SYN-A-0011,SHP-SYN-A-0011,2026-06-04T03:47:29+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-JS-NJ,CN-JS-NJ,,9
TRE-SYN-A-0012-01,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-02T16:28:57+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,1
TRE-SYN-A-0012-02,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-02T20:00:12+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,2
TRE-SYN-A-0012-03,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-02T20:59:41+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,3
TRE-SYN-A-0012-04,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-02T22:09:05+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-A-0012-05,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-03T08:03:56+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-A-0012-06,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-03T11:16:37+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-A-0012-07,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-03T23:31:50+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-A-0012-08,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-04T08:09:02+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-A-0012-09,ORD-SYN-A-0012,SHP-SYN-A-0012,2026-06-04T10:19:50+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-A-0013-01,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-02T18:52:06+08:00,shipment_created,shipment_created,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,1
TRE-SYN-A-0013-02,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-02T22:57:41+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,2
TRE-SYN-A-0013-03,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-02T23:48:25+08:00,origin_departed,origin_departed,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,3
TRE-SYN-A-0013-04,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-03T01:14:42+08:00,in_transit,in_transit,CAR-SYN-ECON,LINEHAUL-SYN-01,CN-JS-NJ,,4
TRE-SYN-A-0013-05,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-03T13:13:14+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-ECON,HUB-SYN-01,CN-JS-NJ,,5
TRE-SYN-A-0013-06,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-03T14:53:59+08:00,departed_hub,departed_hub,CAR-SYN-ECON,HUB-SYN-01,CN-JS-NJ,,6
TRE-SYN-A-0013-07,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-04T05:28:07+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-ECON,DEST-CN-JS-NJ,CN-JS-NJ,,7
TRE-SYN-A-0013-08,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-04T13:18:36+08:00,out_for_delivery,out_for_delivery,CAR-SYN-ECON,SITE-CN-JS-NJ,CN-JS-NJ,,8
TRE-SYN-A-0013-09,ORD-SYN-A-0013,SHP-SYN-A-0013,2026-06-04T16:29:10+08:00,delivered,delivered,CAR-SYN-ECON,SITE-CN-JS-NJ,CN-JS-NJ,,9
TRE-SYN-A-0014-01,ORD-SYN-A-0014,SHP-SYN-A-0014,2026-06-02T22:03:48+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,1
TRE-SYN-A-0014-02,ORD-SYN-A-0014,SHP-SYN-A-0014,2026-06-03T04:49:19+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,2
TRE-SYN-A-0014-03,ORD-SYN-A-0014,SHP-SYN-A-0014,2026-06-03T05:30:47+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,3
TRE-SYN-A-0014-04,ORD-SYN-A-0014,SHP-SYN-A-0014,2026-06-03T06:58:23+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-A-0014-05,ORD-SYN-A-0014,SHP-SYN-A-0014,2026-06-03T17:47:50+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-A-0014-06,ORD-SYN-A-0014,SHP-SYN-A-0014,2026-06-03T18:56:58+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-A-0014-07,ORD-SYN-A-0014,SHP-SYN-A-0014,2026-06-04T05:08:58+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
