event_id,order_id,event_time,event_code,raw_status,warehouse_id,quantity,quantity_unit,source_system
WHE-SYN-A-0003-07,ORD-SYN-A-0003,2026-06-01T22:17:44+08:00,packing_completed,packing_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0003-08,ORD-SYN-A-0003,2026-06-01T22:41:16+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0003-09,ORD-SYN-A-0003,2026-06-01T22:52:05+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0004-01,ORD-SYN-A-0004,2026-06-01T10:30:06+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-02,ORD-SYN-A-0004,2026-06-01T11:20:20+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-03,ORD-SYN-A-0004,2026-06-01T12:13:34+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-04,ORD-SYN-A-0004,2026-06-01T12:41:22+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-05,ORD-SYN-A-0004,2026-06-01T13:04:16+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-06,ORD-SYN-A-0004,2026-06-01T13:15:08+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-07,ORD-SYN-A-0004,2026-06-01T13:51:47+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-08,ORD-SYN-A-0004,2026-06-01T14:09:24+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0004-09,ORD-SYN-A-0004,2026-06-01T14:13:19+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-01,ORD-SYN-A-0005,2026-06-01T13:53:42+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-02,ORD-SYN-A-0005,2026-06-01T14:36:40+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-03,ORD-SYN-A-0005,2026-06-01T15:31:26+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-04,ORD-SYN-A-0005,2026-06-01T16:04:24+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-05,ORD-SYN-A-0005,2026-06-01T16:30:18+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-06,ORD-SYN-A-0005,2026-06-01T16:37:57+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-07,ORD-SYN-A-0005,2026-06-01T17:21:29+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-08,ORD-SYN-A-0005,2026-06-01T17:38:24+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0005-09,ORD-SYN-A-0005,2026-06-01T17:50:00+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0006-01,ORD-SYN-A-0006,2026-06-01T16:15:36+08:00,order_received,order_received,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-02,ORD-SYN-A-0006,2026-06-01T17:03:28+08:00,picking_started,picking_started,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-03,ORD-SYN-A-0006,2026-06-01T17:52:03+08:00,picking_completed,picking_completed,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-04,ORD-SYN-A-0006,2026-06-01T18:20:10+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-05,ORD-SYN-A-0006,2026-06-01T18:42:50+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-06,ORD-SYN-A-0006,2026-06-01T18:52:44+08:00,packing_started,packing_started,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-07,ORD-SYN-A-0006,2026-06-01T19:23:23+08:00,packing_completed,packing_completed,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-08,ORD-SYN-A-0006,2026-06-01T19:46:03+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0006-09,ORD-SYN-A-0006,2026-06-01T19:52:53+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-A-0007-01,ORD-SYN-A-0007,2026-06-01T19:37:38+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-02,ORD-SYN-A-0007,2026-06-01T20:29:27+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-03,ORD-SYN-A-0007,2026-06-01T21:17:18+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-04,ORD-SYN-A-0007,2026-06-01T21:40:48+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-05,ORD-SYN-A-0007,2026-06-01T22:03:00+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-06,ORD-SYN-A-0007,2026-06-01T22:07:22+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-07,ORD-SYN-A-0007,2026-06-01T22:44:02+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-08,ORD-SYN-A-0007,2026-06-01T22:54:31+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0007-09,ORD-SYN-A-0007,2026-06-01T23:00:02+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-01,ORD-SYN-A-0008,2026-06-01T12:17:05+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-02,ORD-SYN-A-0008,2026-06-01T13:01:51+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-03,ORD-SYN-A-0008,2026-06-01T13:51:32+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-04,ORD-SYN-A-0008,2026-06-01T14:14:14+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-05,ORD-SYN-A-0008,2026-06-01T14:35:32+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-06,ORD-SYN-A-0008,2026-06-01T14:38:39+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-07,ORD-SYN-A-0008,2026-06-01T15:23:14+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-08,ORD-SYN-A-0008,2026-06-01T15:39:38+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0008-09,ORD-SYN-A-0008,2026-06-01T15:49:47+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0009-01,ORD-SYN-A-0009,2026-06-01T14:38:25+08:00,order_received,order_received,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-02,ORD-SYN-A-0009,2026-06-01T15:22:08+08:00,picking_started,picking_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-03,ORD-SYN-A-0009,2026-06-01T16:10:50+08:00,picking_completed,picking_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-04,ORD-SYN-A-0009,2026-06-01T16:35:45+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-05,ORD-SYN-A-0009,2026-06-01T16:57:59+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-06,ORD-SYN-A-0009,2026-06-01T17:04:00+08:00,packing_started,packing_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-07,ORD-SYN-A-0009,2026-06-01T17:41:00+08:00,packing_completed,packing_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-08,ORD-SYN-A-0009,2026-06-01T17:53:43+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0009-09,ORD-SYN-A-0009,2026-06-01T17:56:53+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-01,ORD-SYN-A-0010,2026-06-01T18:03:37+08:00,order_received,order_received,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-02,ORD-SYN-A-0010,2026-06-01T18:47:41+08:00,picking_started,picking_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-03,ORD-SYN-A-0010,2026-06-01T19:32:46+08:00,picking_completed,picking_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-04,ORD-SYN-A-0010,2026-06-01T20:05:22+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-05,ORD-SYN-A-0010,2026-06-01T20:30:22+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-06,ORD-SYN-A-0010,2026-06-01T20:38:10+08:00,packing_started,packing_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-07,ORD-SYN-A-0010,2026-06-01T21:08:19+08:00,packing_completed,packing_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-08,ORD-SYN-A-0010,2026-06-01T21:24:08+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0010-09,ORD-SYN-A-0010,2026-06-01T21:27:48+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-A-0011-01,ORD-SYN-A-0011,2026-06-02T09:29:42+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-02,ORD-SYN-A-0011,2026-06-02T10:18:57+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-03,ORD-SYN-A-0011,2026-06-02T11:04:47+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-04,ORD-SYN-A-0011,2026-06-02T11:32:48+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-05,ORD-SYN-A-0011,2026-06-02T11:58:56+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-06,ORD-SYN-A-0011,2026-06-02T12:06:14+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-07,ORD-SYN-A-0011,2026-06-02T12:46:09+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-08,ORD-SYN-A-0011,2026-06-02T13:01:17+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0011-09,ORD-SYN-A-0011,2026-06-02T13:09:27+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-01,ORD-SYN-A-0012,2026-06-02T12:47:51+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-02,ORD-SYN-A-0012,2026-06-02T13:36:39+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-03,ORD-SYN-A-0012,2026-06-02T14:27:01+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-04,ORD-SYN-A-0012,2026-06-02T14:55:06+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-05,ORD-SYN-A-0012,2026-06-02T15:27:59+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-06,ORD-SYN-A-0012,2026-06-02T15:35:29+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-07,ORD-SYN-A-0012,2026-06-02T16:17:35+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-08,ORD-SYN-A-0012,2026-06-02T16:28:57+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0012-09,ORD-SYN-A-0012,2026-06-02T16:34:10+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0013-01,ORD-SYN-A-0013,2026-06-02T15:27:56+08:00,order_received,order_received,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-02,ORD-SYN-A-0013,2026-06-02T16:09:30+08:00,picking_started,picking_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-03,ORD-SYN-A-0013,2026-06-02T16:59:34+08:00,picking_completed,picking_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-04,ORD-SYN-A-0013,2026-06-02T17:21:24+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-05,ORD-SYN-A-0013,2026-06-02T17:46:23+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-06,ORD-SYN-A-0013,2026-06-02T17:58:11+08:00,packing_started,packing_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-07,ORD-SYN-A-0013,2026-06-02T18:40:26+08:00,packing_completed,packing_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-08,ORD-SYN-A-0013,2026-06-02T18:52:06+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0013-09,ORD-SYN-A-0013,2026-06-02T18:55:34+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-01,ORD-SYN-A-0014,2026-06-02T18:38:20+08:00,order_received,order_received,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-02,ORD-SYN-A-0014,2026-06-02T19:23:07+08:00,picking_started,picking_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-03,ORD-SYN-A-0014,2026-06-02T20:10:14+08:00,picking_completed,picking_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-04,ORD-SYN-A-0014,2026-06-02T20:42:37+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-05,ORD-SYN-A-0014,2026-06-02T21:10:08+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-06,ORD-SYN-A-0014,2026-06-02T21:13:57+08:00,packing_started,packing_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-07,ORD-SYN-A-0014,2026-06-02T21:45:04+08:00,packing_completed,packing_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-08,ORD-SYN-A-0014,2026-06-02T22:03:48+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0014-09,ORD-SYN-A-0014,2026-06-02T22:07:06+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-01,ORD-SYN-A-0015,2026-06-02T11:01:19+08:00,order_received,order_received,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-02,ORD-SYN-A-0015,2026-06-02T11:33:38+08:00,picking_started,picking_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-03,ORD-SYN-A-0015,2026-06-02T12:30:27+08:00,picking_completed,picking_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-04,ORD-SYN-A-0015,2026-06-02T13:01:30+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-05,ORD-SYN-A-0015,2026-06-02T13:33:11+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-06,ORD-SYN-A-0015,2026-06-02T13:40:26+08:00,packing_started,packing_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-07,ORD-SYN-A-0015,2026-06-02T14:19:36+08:00,packing_completed,packing_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-08,ORD-SYN-A-0015,2026-06-02T14:38:45+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0015-09,ORD-SYN-A-0015,2026-06-02T14:47:54+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-A-0016-01,ORD-SYN-A-0016,2026-06-02T13:37:05+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-02,ORD-SYN-A-0016,2026-06-02T14:28:16+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-03,ORD-SYN-A-0016,2026-06-02T15:10:35+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-04,ORD-SYN-A-0016,2026-06-02T15:39:24+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-05,ORD-SYN-A-0016,2026-06-02T16:00:52+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-06,ORD-SYN-A-0016,2026-06-02T16:09:22+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-07,ORD-SYN-A-0016,2026-06-02T16:49:40+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-08,ORD-SYN-A-0016,2026-06-02T17:04:37+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0016-09,ORD-SYN-A-0016,2026-06-02T17:13:19+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0017-01,ORD-SYN-A-0017,2026-06-02T16:54:29+08:00,order_received,order_received,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-02,ORD-SYN-A-0017,2026-06-02T17:34:16+08:00,picking_started,picking_started,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-03,ORD-SYN-A-0017,2026-06-02T18:23:13+08:00,picking_completed,picking_completed,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-04,ORD-SYN-A-0017,2026-06-02T18:48:12+08:00,quality_check_started,quality_check_started,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-05,ORD-SYN-A-0017,2026-06-02T19:09:45+08:00,quality_check_completed,quality_check_completed,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-06,ORD-SYN-A-0017,2026-06-02T19:20:16+08:00,packing_started,packing_started,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-07,ORD-SYN-A-0017,2026-06-02T20:03:06+08:00,packing_completed,packing_completed,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-08,ORD-SYN-A-0017,2026-06-02T20:17:30+08:00,ready_to_ship,ready_to_ship,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0017-09,ORD-SYN-A-0017,2026-06-02T20:27:57+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-A-0018-01,ORD-SYN-A-0018,2026-06-02T19:19:06+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-02,ORD-SYN-A-0018,2026-06-02T19:53:52+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-03,ORD-SYN-A-0018,2026-06-02T20:46:50+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-04,ORD-SYN-A-0018,2026-06-02T21:18:37+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-05,ORD-SYN-A-0018,2026-06-02T21:44:46+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-06,ORD-SYN-A-0018,2026-06-02T21:51:30+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-07,ORD-SYN-A-0018,2026-06-02T22:29:19+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-08,ORD-SYN-A-0018,2026-06-02T22:42:00+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0018-09,ORD-SYN-A-0018,2026-06-02T22:46:09+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-A-0019-01,ORD-SYN-A-0019,2026-06-02T11:47:08+08:00,order_received,order_received,WH-SYN-WEST,1,piece,synthetic_case_generator
WHE-SYN-A-0019-02,ORD-SYN-A-0019,2026-06-02T12:18:54+08:00,picking_started,picking_started,WH-SYN-WEST,1,piece,synthetic_case_generator
WHE-SYN-A-0019-03,ORD-SYN-A-0019,2026-06-02T13:04:34+08:00,picking_completed,picking_completed,WH-SYN-WEST,1,piece,synthetic_case_generator
