event_id,order_id,event_time,event_code,raw_status,warehouse_id,quantity,quantity_unit,source_system
WHE-SYN-B-0003-06,ORD-SYN-B-0003,2026-06-01T21:42:42+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0003-07,ORD-SYN-B-0003,2026-06-01T22:13:55+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0003-08,ORD-SYN-B-0003,2026-06-01T22:41:30+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0003-09,ORD-SYN-B-0003,2026-06-01T22:53:10+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0004-01,ORD-SYN-B-0004,2026-06-01T10:35:55+08:00,order_received,order_received,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-02,ORD-SYN-B-0004,2026-06-01T11:10:36+08:00,picking_started,picking_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-03,ORD-SYN-B-0004,2026-06-01T11:53:05+08:00,picking_completed,picking_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-04,ORD-SYN-B-0004,2026-06-01T12:25:42+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-05,ORD-SYN-B-0004,2026-06-01T12:51:55+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-06,ORD-SYN-B-0004,2026-06-01T12:56:17+08:00,packing_started,packing_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-07,ORD-SYN-B-0004,2026-06-01T13:38:08+08:00,packing_completed,packing_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-08,ORD-SYN-B-0004,2026-06-01T13:51:34+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0004-09,ORD-SYN-B-0004,2026-06-01T14:03:24+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0005-01,ORD-SYN-B-0005,2026-06-01T13:50:19+08:00,order_received,order_received,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-02,ORD-SYN-B-0005,2026-06-01T14:35:56+08:00,picking_started,picking_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-03,ORD-SYN-B-0005,2026-06-01T15:27:02+08:00,picking_completed,picking_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-04,ORD-SYN-B-0005,2026-06-01T15:51:33+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-05,ORD-SYN-B-0005,2026-06-01T16:24:14+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-06,ORD-SYN-B-0005,2026-06-01T16:35:55+08:00,packing_started,packing_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-07,ORD-SYN-B-0005,2026-06-01T17:18:55+08:00,packing_completed,packing_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-08,ORD-SYN-B-0005,2026-06-01T17:35:20+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0005-09,ORD-SYN-B-0005,2026-06-01T17:41:22+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0006-01,ORD-SYN-B-0006,2026-06-01T16:25:59+08:00,order_received,order_received,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-02,ORD-SYN-B-0006,2026-06-01T17:03:42+08:00,picking_started,picking_started,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-03,ORD-SYN-B-0006,2026-06-01T17:48:28+08:00,picking_completed,picking_completed,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-04,ORD-SYN-B-0006,2026-06-01T18:11:58+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-05,ORD-SYN-B-0006,2026-06-01T18:41:56+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-06,ORD-SYN-B-0006,2026-06-01T18:53:38+08:00,packing_started,packing_started,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-07,ORD-SYN-B-0006,2026-06-01T19:36:58+08:00,packing_completed,packing_completed,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-08,ORD-SYN-B-0006,2026-06-01T19:52:54+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0006-09,ORD-SYN-B-0006,2026-06-01T19:56:36+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,4,piece,synthetic_case_generator
WHE-SYN-B-0007-01,ORD-SYN-B-0007,2026-06-01T19:44:59+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-02,ORD-SYN-B-0007,2026-06-01T20:18:29+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-03,ORD-SYN-B-0007,2026-06-01T21:06:52+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-04,ORD-SYN-B-0007,2026-06-01T21:35:48+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-05,ORD-SYN-B-0007,2026-06-01T22:01:01+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-06,ORD-SYN-B-0007,2026-06-01T22:08:49+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-07,ORD-SYN-B-0007,2026-06-01T22:41:27+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-08,ORD-SYN-B-0007,2026-06-01T22:55:29+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0007-09,ORD-SYN-B-0007,2026-06-01T23:06:13+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0008-01,ORD-SYN-B-0008,2026-06-01T12:14:43+08:00,order_received,order_received,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-02,ORD-SYN-B-0008,2026-06-01T13:01:22+08:00,picking_started,picking_started,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-03,ORD-SYN-B-0008,2026-06-01T13:50:40+08:00,picking_completed,picking_completed,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-04,ORD-SYN-B-0008,2026-06-01T14:12:54+08:00,quality_check_started,quality_check_started,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-05,ORD-SYN-B-0008,2026-06-01T14:34:52+08:00,quality_check_completed,quality_check_completed,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-06,ORD-SYN-B-0008,2026-06-01T14:38:58+08:00,packing_started,packing_started,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-07,ORD-SYN-B-0008,2026-06-01T15:11:51+08:00,packing_completed,packing_completed,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-08,ORD-SYN-B-0008,2026-06-01T15:32:31+08:00,ready_to_ship,ready_to_ship,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0008-09,ORD-SYN-B-0008,2026-06-01T15:39:14+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0009-01,ORD-SYN-B-0009,2026-06-01T14:32:25+08:00,order_received,order_received,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-02,ORD-SYN-B-0009,2026-06-01T15:07:33+08:00,picking_started,picking_started,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-03,ORD-SYN-B-0009,2026-06-01T15:52:47+08:00,picking_completed,picking_completed,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-04,ORD-SYN-B-0009,2026-06-01T16:23:05+08:00,quality_check_started,quality_check_started,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-05,ORD-SYN-B-0009,2026-06-01T16:52:50+08:00,quality_check_completed,quality_check_completed,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-06,ORD-SYN-B-0009,2026-06-01T16:56:35+08:00,packing_started,packing_started,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-07,ORD-SYN-B-0009,2026-06-01T17:34:25+08:00,packing_completed,packing_completed,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-08,ORD-SYN-B-0009,2026-06-01T17:49:30+08:00,ready_to_ship,ready_to_ship,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0009-09,ORD-SYN-B-0009,2026-06-01T18:00:25+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-WEST,4,piece,synthetic_case_generator
WHE-SYN-B-0010-01,ORD-SYN-B-0010,2026-06-01T17:52:21+08:00,order_received,order_received,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-02,ORD-SYN-B-0010,2026-06-01T18:41:25+08:00,picking_started,picking_started,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-03,ORD-SYN-B-0010,2026-06-01T19:31:00+08:00,picking_completed,picking_completed,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-04,ORD-SYN-B-0010,2026-06-01T19:56:46+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-05,ORD-SYN-B-0010,2026-06-01T20:19:20+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-06,ORD-SYN-B-0010,2026-06-01T20:24:19+08:00,packing_started,packing_started,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-07,ORD-SYN-B-0010,2026-06-01T20:55:08+08:00,packing_completed,packing_completed,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-08,ORD-SYN-B-0010,2026-06-01T21:06:44+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0010-09,ORD-SYN-B-0010,2026-06-01T21:14:17+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0011-01,ORD-SYN-B-0011,2026-06-01T09:28:00+08:00,order_received,order_received,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-02,ORD-SYN-B-0011,2026-06-01T10:05:27+08:00,picking_started,picking_started,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-03,ORD-SYN-B-0011,2026-06-01T10:57:27+08:00,picking_completed,picking_completed,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-04,ORD-SYN-B-0011,2026-06-01T11:26:03+08:00,quality_check_started,quality_check_started,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-05,ORD-SYN-B-0011,2026-06-01T11:55:47+08:00,quality_check_completed,quality_check_completed,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-06,ORD-SYN-B-0011,2026-06-01T12:06:50+08:00,packing_started,packing_started,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-07,ORD-SYN-B-0011,2026-06-01T12:49:24+08:00,packing_completed,packing_completed,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-08,ORD-SYN-B-0011,2026-06-01T13:18:03+08:00,ready_to_ship,ready_to_ship,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0011-09,ORD-SYN-B-0011,2026-06-01T13:22:55+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-WEST,5,piece,synthetic_case_generator
WHE-SYN-B-0012-01,ORD-SYN-B-0012,2026-06-02T12:34:38+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-02,ORD-SYN-B-0012,2026-06-02T13:11:11+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-03,ORD-SYN-B-0012,2026-06-02T13:53:56+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-04,ORD-SYN-B-0012,2026-06-02T14:15:32+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-05,ORD-SYN-B-0012,2026-06-02T14:47:20+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-06,ORD-SYN-B-0012,2026-06-02T14:52:42+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-07,ORD-SYN-B-0012,2026-06-02T15:31:13+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-08,ORD-SYN-B-0012,2026-06-02T15:44:52+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0012-09,ORD-SYN-B-0012,2026-06-02T15:56:34+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0013-01,ORD-SYN-B-0013,2026-06-02T16:01:53+08:00,order_received,order_received,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-02,ORD-SYN-B-0013,2026-06-02T16:42:12+08:00,picking_started,picking_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-03,ORD-SYN-B-0013,2026-06-02T17:26:52+08:00,picking_completed,picking_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-04,ORD-SYN-B-0013,2026-06-02T17:56:00+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-05,ORD-SYN-B-0013,2026-06-02T18:26:24+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-06,ORD-SYN-B-0013,2026-06-02T18:36:35+08:00,packing_started,packing_started,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-07,ORD-SYN-B-0013,2026-06-02T19:07:42+08:00,packing_completed,packing_completed,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-08,ORD-SYN-B-0013,2026-06-02T19:30:42+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0013-09,ORD-SYN-B-0013,2026-06-02T19:37:08+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,5,piece,synthetic_case_generator
WHE-SYN-B-0014-01,ORD-SYN-B-0014,2026-06-02T18:21:01+08:00,order_received,order_received,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-02,ORD-SYN-B-0014,2026-06-02T19:00:05+08:00,picking_started,picking_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-03,ORD-SYN-B-0014,2026-06-02T19:55:47+08:00,picking_completed,picking_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-04,ORD-SYN-B-0014,2026-06-02T20:18:04+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-05,ORD-SYN-B-0014,2026-06-02T20:48:41+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-06,ORD-SYN-B-0014,2026-06-02T20:59:04+08:00,packing_started,packing_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-07,ORD-SYN-B-0014,2026-06-02T21:34:40+08:00,packing_completed,packing_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-08,ORD-SYN-B-0014,2026-06-02T21:59:39+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0014-09,ORD-SYN-B-0014,2026-06-02T22:09:03+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-01,ORD-SYN-B-0015,2026-06-02T10:52:25+08:00,order_received,order_received,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-02,ORD-SYN-B-0015,2026-06-02T11:39:55+08:00,picking_started,picking_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-03,ORD-SYN-B-0015,2026-06-02T12:24:19+08:00,picking_completed,picking_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-04,ORD-SYN-B-0015,2026-06-02T12:48:36+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-05,ORD-SYN-B-0015,2026-06-02T13:13:32+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-06,ORD-SYN-B-0015,2026-06-02T13:20:44+08:00,packing_started,packing_started,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-07,ORD-SYN-B-0015,2026-06-02T13:52:30+08:00,packing_completed,packing_completed,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-08,ORD-SYN-B-0015,2026-06-02T14:03:53+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0015-09,ORD-SYN-B-0015,2026-06-02T14:10:24+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,1,piece,synthetic_case_generator
WHE-SYN-B-0016-01,ORD-SYN-B-0016,2026-06-02T13:14:51+08:00,order_received,order_received,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-02,ORD-SYN-B-0016,2026-06-02T14:04:39+08:00,picking_started,picking_started,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-03,ORD-SYN-B-0016,2026-06-02T14:48:37+08:00,picking_completed,picking_completed,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-04,ORD-SYN-B-0016,2026-06-02T15:12:15+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-05,ORD-SYN-B-0016,2026-06-02T15:42:36+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-06,ORD-SYN-B-0016,2026-06-02T15:52:39+08:00,packing_started,packing_started,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-07,ORD-SYN-B-0016,2026-06-02T16:22:43+08:00,packing_completed,packing_completed,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-08,ORD-SYN-B-0016,2026-06-02T16:34:48+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0016-09,ORD-SYN-B-0016,2026-06-02T16:46:19+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,2,piece,synthetic_case_generator
WHE-SYN-B-0017-01,ORD-SYN-B-0017,2026-06-02T16:34:16+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-02,ORD-SYN-B-0017,2026-06-02T17:14:09+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-03,ORD-SYN-B-0017,2026-06-02T18:09:11+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-04,ORD-SYN-B-0017,2026-06-02T18:37:20+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-05,ORD-SYN-B-0017,2026-06-02T19:01:18+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-06,ORD-SYN-B-0017,2026-06-02T19:08:13+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-07,ORD-SYN-B-0017,2026-06-02T19:43:17+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-08,ORD-SYN-B-0017,2026-06-02T20:05:18+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0017-09,ORD-SYN-B-0017,2026-06-02T20:13:34+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-01,ORD-SYN-B-0018,2026-06-02T20:01:38+08:00,order_received,order_received,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-02,ORD-SYN-B-0018,2026-06-02T20:32:21+08:00,picking_started,picking_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-03,ORD-SYN-B-0018,2026-06-02T21:17:21+08:00,picking_completed,picking_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-04,ORD-SYN-B-0018,2026-06-02T21:49:50+08:00,quality_check_started,quality_check_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-05,ORD-SYN-B-0018,2026-06-02T22:22:11+08:00,quality_check_completed,quality_check_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-06,ORD-SYN-B-0018,2026-06-02T22:34:07+08:00,packing_started,packing_started,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-07,ORD-SYN-B-0018,2026-06-02T23:11:02+08:00,packing_completed,packing_completed,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-08,ORD-SYN-B-0018,2026-06-02T23:20:11+08:00,ready_to_ship,ready_to_ship,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0018-09,ORD-SYN-B-0018,2026-06-02T23:31:32+08:00,shipped_from_warehouse,shipped_from_warehouse,WH-SYN-EAST,3,piece,synthetic_case_generator
WHE-SYN-B-0019-01,ORD-SYN-B-0019,2026-06-02T11:19:48+08:00,order_received,order_received,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0019-02,ORD-SYN-B-0019,2026-06-02T11:57:31+08:00,picking_started,picking_started,WH-SYN-WEST,2,piece,synthetic_case_generator
WHE-SYN-B-0019-03,ORD-SYN-B-0019,2026-06-02T12:51:34+08:00,picking_completed,picking_completed,WH-SYN-WEST,2,piece,synthetic_case_generator
