tracking_event_id,order_id,shipment_id,event_time,event_code,raw_status,carrier_id,location_code,region_code,exception_code,sequence_number
TRE-SYN-B-0004-02,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-01T21:47:41+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,2
TRE-SYN-B-0004-03,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-01T23:08:41+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,3
TRE-SYN-B-0004-04,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-02T00:07:44+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-B-0004-05,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-02T09:51:44+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-B-0004-06,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-02T13:25:35+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-B-0004-07,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-03T01:22:40+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-B-0004-08,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-03T07:33:16+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-B-0004-09,ORD-SYN-B-0004,SHP-SYN-B-0004,2026-06-03T10:56:48+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-B-0005-01,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-01T17:35:20+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,1
TRE-SYN-B-0005-02,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-01T21:52:05+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,2
TRE-SYN-B-0005-03,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-01T22:31:01+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,3
TRE-SYN-B-0005-04,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-02T00:00:41+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-B-0005-05,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-02T07:46:41+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-B-0005-06,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-02T11:01:54+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-B-0005-07,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-03T02:27:01+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-B-0005-08,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-03T09:04:36+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-B-0005-09,ORD-SYN-B-0005,SHP-SYN-B-0005,2026-06-03T10:08:57+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-B-0006-01,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-01T19:52:54+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,1
TRE-SYN-B-0006-02,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-02T03:33:05+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,2
TRE-SYN-B-0006-03,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-02T04:51:15+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-HB-WH,,3
TRE-SYN-B-0006-04,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-02T05:42:09+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-B-0006-05,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-02T17:55:30+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-B-0006-06,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-02T19:00:53+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-B-0006-07,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-03T07:41:35+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-B-0006-08,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-03T13:32:05+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-B-0006-09,ORD-SYN-B-0006,SHP-SYN-B-0006,2026-06-03T15:15:26+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-B-0007-01,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-01T22:55:29+08:00,shipment_created,shipment_created,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,1
TRE-SYN-B-0007-02,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-02T04:46:46+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,2
TRE-SYN-B-0007-03,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-02T05:40:59+08:00,origin_departed,origin_departed,CAR-SYN-ECON,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,3
TRE-SYN-B-0007-04,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-02T07:07:06+08:00,in_transit,in_transit,CAR-SYN-ECON,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-B-0007-05,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-02T13:50:08+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-ECON,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-B-0007-06,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-02T15:03:53+08:00,departed_hub,departed_hub,CAR-SYN-ECON,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-B-0007-07,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-03T03:15:07+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-ECON,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
TRE-SYN-B-0007-08,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-03T11:10:47+08:00,out_for_delivery,out_for_delivery,CAR-SYN-ECON,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,8
TRE-SYN-B-0007-09,ORD-SYN-B-0007,SHP-SYN-B-0007,2026-06-03T16:45:38+08:00,delivered,delivered,CAR-SYN-ECON,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,9
TRE-SYN-B-0008-01,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-01T15:32:31+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-ZJ-HZ,,1
TRE-SYN-B-0008-02,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-01T20:04:28+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-ZJ-HZ,,2
TRE-SYN-B-0008-03,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-01T20:56:07+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-ZJ-HZ,,3
TRE-SYN-B-0008-04,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-01T21:37:09+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-B-0008-05,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-02T05:42:21+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-B-0008-06,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-02T08:58:12+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-B-0008-07,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-02T19:51:30+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
TRE-SYN-B-0008-08,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-03T01:45:20+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,8
TRE-SYN-B-0008-09,ORD-SYN-B-0008,SHP-SYN-B-0008,2026-06-03T05:08:03+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,9
TRE-SYN-B-0009-01,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-01T17:49:30+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-SD-QD,,1
TRE-SYN-B-0009-02,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-01T21:38:39+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-SD-QD,,2
TRE-SYN-B-0009-03,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-01T22:55:20+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-SD-QD,,3
TRE-SYN-B-0009-04,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-02T00:01:03+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-SD-QD,,4
TRE-SYN-B-0009-05,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-02T11:09:26+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-SD-QD,,5
TRE-SYN-B-0009-06,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-02T14:50:35+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-SD-QD,,6
TRE-SYN-B-0009-07,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-03T00:52:40+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-SD-QD,CN-SD-QD,,7
TRE-SYN-B-0009-08,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-03T08:26:16+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-SD-QD,CN-SD-QD,,8
TRE-SYN-B-0009-09,ORD-SYN-B-0009,SHP-SYN-B-0009,2026-06-03T11:32:45+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-SD-QD,CN-SD-QD,,9
TRE-SYN-B-0010-01,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-01T21:06:44+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-SD-QD,,1
TRE-SYN-B-0010-02,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-02T00:57:11+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-SD-QD,,2
TRE-SYN-B-0010-03,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-02T02:26:18+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-SD-QD,,3
TRE-SYN-B-0010-04,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-02T02:59:54+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-SD-QD,,4
TRE-SYN-B-0010-05,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-02T09:04:04+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-SD-QD,,5
TRE-SYN-B-0010-06,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-02T10:49:06+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-SD-QD,,6
TRE-SYN-B-0010-07,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-02T19:52:58+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-SD-QD,CN-SD-QD,,7
TRE-SYN-B-0010-08,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-03T00:11:54+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-SD-QD,CN-SD-QD,,8
TRE-SYN-B-0010-09,ORD-SYN-B-0010,SHP-SYN-B-0010,2026-06-03T05:21:28+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-SD-QD,CN-SD-QD,,9
TRE-SYN-B-0011-01,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-01T13:18:03+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-HB-WH,,1
TRE-SYN-B-0011-02,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-01T18:05:42+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-HB-WH,,2
TRE-SYN-B-0011-03,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-01T18:41:15+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-WEST,CN-HB-WH,,3
TRE-SYN-B-0011-04,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-01T19:15:12+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-HB-WH,,4
TRE-SYN-B-0011-05,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-02T06:53:32+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,5
TRE-SYN-B-0011-06,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-02T08:04:58+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-HB-WH,,6
TRE-SYN-B-0011-07,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-02T16:43:55+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-HB-WH,CN-HB-WH,,7
TRE-SYN-B-0011-08,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-02T20:58:10+08:00,out_for_delivery,out_for_delivery,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,8
TRE-SYN-B-0011-09,ORD-SYN-B-0011,SHP-SYN-B-0011,2026-06-03T02:06:23+08:00,delivered,delivered,CAR-SYN-FAST,SITE-CN-HB-WH,CN-HB-WH,,9
TRE-SYN-B-0012-01,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-02T15:44:52+08:00,shipment_created,shipment_created,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,1
TRE-SYN-B-0012-02,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-02T19:29:57+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,2
TRE-SYN-B-0012-03,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-02T20:59:25+08:00,origin_departed,origin_departed,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-JS-NJ,,3
TRE-SYN-B-0012-04,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-02T22:02:48+08:00,in_transit,in_transit,CAR-SYN-STD,LINEHAUL-SYN-01,CN-JS-NJ,,4
TRE-SYN-B-0012-05,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-03T07:28:01+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-STD,HUB-SYN-01,CN-JS-NJ,,5
TRE-SYN-B-0012-06,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-03T09:16:17+08:00,departed_hub,departed_hub,CAR-SYN-STD,HUB-SYN-01,CN-JS-NJ,,6
TRE-SYN-B-0012-07,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-04T00:04:51+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-STD,DEST-CN-JS-NJ,CN-JS-NJ,,7
TRE-SYN-B-0012-08,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-04T04:42:13+08:00,out_for_delivery,out_for_delivery,CAR-SYN-STD,SITE-CN-JS-NJ,CN-JS-NJ,,8
TRE-SYN-B-0012-09,ORD-SYN-B-0012,SHP-SYN-B-0012,2026-06-04T09:18:22+08:00,delivered,delivered,CAR-SYN-STD,SITE-CN-JS-NJ,CN-JS-NJ,,9
TRE-SYN-B-0013-01,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-02T19:30:42+08:00,shipment_created,shipment_created,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,1
TRE-SYN-B-0013-02,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-02T23:26:55+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,2
TRE-SYN-B-0013-03,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-03T00:32:32+08:00,origin_departed,origin_departed,CAR-SYN-STD,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,3
TRE-SYN-B-0013-04,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-03T01:49:15+08:00,in_transit,in_transit,CAR-SYN-STD,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-B-0013-05,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-03T08:48:29+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-STD,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-B-0013-06,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-03T11:57:31+08:00,departed_hub,departed_hub,CAR-SYN-STD,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-B-0013-07,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-04T02:19:42+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-STD,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
TRE-SYN-B-0013-08,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-04T05:24:37+08:00,out_for_delivery,out_for_delivery,CAR-SYN-STD,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,8
TRE-SYN-B-0013-09,ORD-SYN-B-0013,SHP-SYN-B-0013,2026-06-04T08:41:16+08:00,delivered,delivered,CAR-SYN-STD,SITE-CN-ZJ-HZ,CN-ZJ-HZ,,9
TRE-SYN-B-0014-01,ORD-SYN-B-0014,SHP-SYN-B-0014,2026-06-02T21:59:39+08:00,shipment_created,shipment_created,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,1
TRE-SYN-B-0014-02,ORD-SYN-B-0014,SHP-SYN-B-0014,2026-06-03T00:32:52+08:00,carrier_picked_up,carrier_picked_up,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,2
TRE-SYN-B-0014-03,ORD-SYN-B-0014,SHP-SYN-B-0014,2026-06-03T02:01:08+08:00,origin_departed,origin_departed,CAR-SYN-FAST,ORIGIN-WH-SYN-EAST,CN-ZJ-HZ,,3
TRE-SYN-B-0014-04,ORD-SYN-B-0014,SHP-SYN-B-0014,2026-06-03T02:42:23+08:00,in_transit,in_transit,CAR-SYN-FAST,LINEHAUL-SYN-01,CN-ZJ-HZ,,4
TRE-SYN-B-0014-05,ORD-SYN-B-0014,SHP-SYN-B-0014,2026-06-03T12:37:29+08:00,arrived_at_hub,arrived_at_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,5
TRE-SYN-B-0014-06,ORD-SYN-B-0014,SHP-SYN-B-0014,2026-06-03T16:29:39+08:00,departed_hub,departed_hub,CAR-SYN-FAST,HUB-SYN-01,CN-ZJ-HZ,,6
TRE-SYN-B-0014-07,ORD-SYN-B-0014,SHP-SYN-B-0014,2026-06-04T00:31:05+08:00,arrived_at_destination_city,arrived_at_destination_city,CAR-SYN-FAST,DEST-CN-ZJ-HZ,CN-ZJ-HZ,,7
